Municipality,Month,All (Arrivals),All (Overnight stays),Slovenia (Arrivals),Slovenia (Overnight stays),Foreign (Arrivals),Foreign (Overnight stays),Austria (Arrivals),Austria (Overnight stays),Belgium (Arrivals),Belgium (Overnight stays),Bulgaria (Arrivals),Bulgaria (Overnight stays),Bosnia and Herzegovina (Arrivals),Bosnia and Herzegovina (Overnight stays),Cyprus (Arrivals),Cyprus (Overnight stays),Czech Republic (Arrivals),Czech Republic (Overnight stays),Montenegro (Arrivals),Montenegro (Overnight stays),Denmark (Arrivals),Denmark (Overnight stays),Estonia (Arrivals),Estonia (Overnight stays),Finland (Arrivals),Finland (Overnight stays),France (Arrivals),France (Overnight stays),Greece (Arrivals),Greece (Overnight stays),Croatia (Arrivals),Croatia (Overnight stays),Ireland (Arrivals),Ireland (Overnight stays),Iceland (Arrivals),Iceland (Overnight stays),Italy (Arrivals),Italy (Overnight stays),Latvia (Arrivals),Latvia (Overnight stays),Lithuania (Arrivals),Lithuania (Overnight stays),Luxembourg (Arrivals),Luxembourg (Overnight stays),Hungary (Arrivals),Hungary (Overnight stays),North Macedonia (Arrivals),North Macedonia (Overnight stays),Malta (Arrivals),Malta (Overnight stays),Germany (Arrivals),Germany (Overnight stays),Netherlands (Arrivals),Netherlands (Overnight stays),Norway (Arrivals),Norway (Overnight stays),Poland (Arrivals),Poland (Overnight stays),Portugal (Arrivals),Portugal (Overnight stays),Romania (Arrivals),Romania (Overnight stays),Russian Federation (Arrivals),Russian Federation (Overnight stays),Slovakia (Arrivals),Slovakia (Overnight stays),Serbia (Arrivals),Serbia (Overnight stays),Spain (Arrivals),Spain (Overnight stays),Sweden (Arrivals),Sweden (Overnight stays),Switzerland (Arrivals),Switzerland (Overnight stays),Turkey (Arrivals),Turkey (Overnight stays),Ukraine (Arrivals),Ukraine (Overnight stays),Other European countries (Arrivals),Other European countries (Overnight stays),South Africa (Arrivals),South Africa (Overnight stays),Other African countries (Arrivals),Other African countries (Overnight stays),Australia (Arrivals),Australia (Overnight stays),New Zealand (Arrivals),New Zealand (Overnight stays),Other countries and territories of Oceania (Arrivals),Other countries and territories of Oceania (Overnight stays),Israel (Arrivals),Israel (Overnight stays),Japan (Arrivals),Japan (Overnight stays),China (People’s Republic) (Arrivals),China (People’s Republic) (Overnight stays),Korea (Republic) (Arrivals),Korea (Republic) (Overnight stays),Other Asian countries (Arrivals),Other Asian countries (Overnight stays),Brazil (Arrivals),Brazil (Overnight stays),Other South and Central American countries (Arrivals),Other South and Central American countries (Overnight stays),Canada (Arrivals),Canada (Overnight stays),United States (USA) (Arrivals),United States (USA) (Overnight stays),Other countries and territories of North America (Arrivals),Other countries and territories of North America (Overnight stays)
Vipava,2020M07,1423,2601,691,1283,732,1318,43,54,66,112,4,4,1,1,0,0,40,68,1,1,4,10,0,0,1,1,16,20,0,0,4,4,0,0,0,0,32,47,0,0,0,0,0,0,15,24,0,0,3,4,291,528,129,284,0,0,12,17,0,0,0,0,2,2,10,14,1,2,2,2,0,0,34,73,0,0,4,11,6,12,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,6,16,0,0
Ajdovščina,2020M08,2484,6215,1547,3944,937,2271,46,94,11,74,2,2,22,105,0,0,10,18,1,3,1,18,1,1,0,0,72,176,1,3,13,29,7,14,0,0,313,630,4,5,3,3,0,0,32,75,1,1,0,0,212,603,81,218,0,0,11,14,0,0,7,7,9,53,21,33,7,8,4,12,0,0,13,24,0,0,6,10,8,9,5,5,0,0,0,0,0,0,1,3,1,4,0,0,1,4,2,2,1,1,1,1,0,0,1,1,1,1,4,7,0,0
Miren-Kostanjevica,2020M08,481,1751,320,1069,161,682,19,88,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,3,0,0,2,5,0,0,6,11,0,0,0,0,63,232,0,0,0,0,0,0,6,9,0,0,0,0,38,176,9,103,0,0,0,0,0,0,1,3,1,8,0,0,2,3,2,14,0,0,0,0,0,0,4,12,0,0,2,6,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nova Gorica,2020M08,8291,18326,3038,7107,5253,11219,157,247,23,61,13,107,47,480,0,0,33,56,0,0,8,21,1,1,6,12,117,202,1,1,48,145,4,11,0,0,3567,6781,0,0,5,38,0,0,78,171,24,41,0,0,353,870,131,328,0,0,130,357,5,13,23,40,4,8,34,48,24,46,19,53,0,0,36,94,1,3,12,77,33,67,26,86,0,0,6,14,1,1,0,0,0,0,5,8,0,0,228,586,0,0,9,28,9,33,8,11,0,0,24,73,0,0
Renče-Vogrsko,2020M08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Šempeter-Vrtojba,2020M08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vipava,2020M08,1904,3449,1013,1899,891,1550,42,59,9,29,0,0,0,0,0,0,7,12,0,0,0,0,0,0,4,8,61,90,1,3,3,13,3,3,0,0,41,58,2,2,0,0,1,1,13,21,0,0,0,0,387,646,241,506,0,0,10,17,0,0,2,2,3,3,12,17,0,0,8,8,0,0,10,14,0,0,0,0,11,11,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,2,2,0,0,2,4,0,0,1,1,2,2,6,10,0,0
Ajdovščina,2020M09,1571,3071,1031,2129,540,942,40,97,4,4,2,2,17,29,0,0,2,2,0,0,2,2,0,0,0,0,8,8,0,0,2,2,1,1,0,0,253,360,0,0,0,0,0,0,0,0,3,5,0,0,146,318,2,5,0,0,1,5,1,1,4,4,1,1,8,9,7,11,6,6,0,0,3,8,0,0,0,0,8,19,3,5,0,0,0,0,1,1,0,0,0,0,0,0,5,22,0,0,0,0,1,2,0,0,0,0,3,3,6,10,0,0
Miren-Kostanjevica,2020M09,369,1063,274,841,95,222,16,33,0,0,1,1,2,3,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,10,16,0,0,0,0,39,57,0,0,0,0,0,0,1,1,0,0,0,0,15,92,0,0,0,0,0,0,2,2,2,2,0,0,3,9,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nova Gorica,2020M09,6928,13363,3051,5860,3877,7503,116,200,0,0,12,54,54,399,0,0,3,3,0,0,0,0,0,0,0,0,21,72,0,0,51,114,6,16,0,0,2874,4776,0,0,0,0,0,0,26,63,20,29,0,0,313,696,6,6,0,0,25,118,0,0,27,35,4,12,10,25,45,115,7,70,1,1,12,20,4,6,7,47,39,128,13,25,0,0,3,4,0,0,0,0,0,0,4,5,2,4,136,350,0,0,4,6,1,3,15,31,0,0,16,70,0,0
Renče-Vogrsko,2020M09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Šempeter-Vrtojba,2020M09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vipava,2020M09,1440,2740,909,1797,531,943,88,163,0,0,0,0,2,36,0,0,2,4,0,0,0,0,0,0,0,0,6,8,0,0,1,1,0,0,0,0,9,9,0,0,0,0,0,0,3,3,1,1,0,0,375,639,4,18,0,0,0,0,0,0,3,4,4,7,0,0,0,0,3,4,0,0,2,3,1,1,1,2,13,20,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,2,0,0,0,0,5,7,0,0,1,2,0,0,4,6,0,0
Ajdovščina,2020M10,586,1412,314,837,272,575,19,33,0,0,2,2,17,76,0,0,6,32,4,28,2,2,0,0,0,0,4,4,1,3,12,53,0,0,0,0,158,229,0,0,0,0,0,0,3,3,3,23,0,0,9,17,0,0,0,0,2,2,0,0,2,2,0,0,1,3,18,32,1,1,1,1,1,3,0,0,0,0,0,0,1,4,0,0,1,7,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Miren-Kostanjevica,2020M10,164,477,110,382,54,95,2,6,0,0,0,0,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,28,55,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nova Gorica,2020M10,4021,8126,1135,1988,2886,6138,67,174,3,3,9,51,37,440,0,0,8,22,2,2,3,5,0,0,0,0,5,11,0,0,71,227,5,19,0,0,2268,3639,0,0,0,0,0,0,2,15,30,232,1,4,57,159,4,4,0,0,2,14,0,0,40,59,2,4,9,23,53,382,3,73,0,0,10,11,1,2,9,26,7,61,4,50,0,0,4,5,0,0,0,0,0,0,5,8,0,0,140,312,0,0,6,9,0,0,8,56,1,4,10,32,0,0
Renče-Vogrsko,2020M10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Šempeter-Vrtojba,2020M10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vipava,2020M10,528,894,454,761,74,133,12,16,2,2,0,0,5,20,0,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,5,14,0,0,0,0,3,4,0,0,0,0,0,0,3,7,0,0,0,0,32,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0
Ajdovščina,2020M11,56,389,20,146,36,243,1,1,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,17,71,0,0,0,0,0,0,0,0,0,30,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miren-Kostanjevica,2020M11,15,33,11,29,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nova Gorica,2020M11,118,1341,32,167,86,1174,26,61,0,0,1,28,10,187,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,7,118,0,0,0,0,15,54,0,0,0,0,0,0,7,8,0,240,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,310,2,30,0,0,1,1,0,0,0,0,1,29,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
Renče-Vogrsko,2020M11,60,214,37,76,23,138,0,0,0,0,0,0,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Šempeter-Vrtojba,2020M11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vipava,2020M11,25,63,8,17,17,46,2,6,0,0,0,0,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajdovščina,2020M12,26,319,9,77,17,242,0,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,5,60,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0
Miren-Kostanjevica,2020M12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nova Gorica,2020M12,88,980,26,134,62,846,16,49,0,0,0,0,14,153,0,0,3,7,0,0,0,0,0,0,0,0,1,1,0,0,4,85,0,0,0,0,13,35,0,0,0,0,0,0,2,2,0,197,0,0,2,18,0,0,0,0,0,0,0,0,1,2,1,14,2,2,2,195,0,19,0,0,0,0,0,0,1,1,0,31,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
Renče-Vogrsko,2020M12,79,166,63,101,16,65,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,0,13,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Šempeter-Vrtojba,2020M12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vipava,2020M12,10,34,6,15,4,19,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajdovščina,2021M01,25,177,8,28,17,149,0,0,0,0,2,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,6,32,0,0,1,1,0,0,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0
Miren-Kostanjevica,2021M01,11,39,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nova Gorica,2021M01,98,453,33,87,65,366,18,51,0,0,0,0,18,150,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,12,36,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,2,14,0,0,2,15,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renče-Vogrsko,2021M01,26,75,19,45,7,30,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Šempeter-Vrtojba,2021M01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vipava,2021M01,21,52,3,9,18,43,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,10,0,0,3,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajdovščina,2021M02,18,76,10,22,8,54,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Miren-Kostanjevica,2021M02,43,82,41,80,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nova Gorica,2021M02,121,885,62,137,59,748,21,46,0,0,1,1,4,170,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,11,0,0,0,0,8,11,0,0,0,0,0,0,0,0,2,2,0,0,1,5,0,0,0,0,3,428,0,0,2,31,0,0,1,1,8,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0
Renče-Vogrsko,2021M02,45,111,33,80,12,31,0,0,0,0,0,0,8,20,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Šempeter-Vrtojba,2021M02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vipava,2021M02,26,79,4,14,22,65,0,0,0,0,0,0,15,50,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajdovščina,2021M03,75,176,46,100,29,76,0,0,0,0,0,0,5,11,0,0,0,0,0,0,4,5,0,0,0,0,2,2,0,0,4,10,0,0,0,0,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miren-Kostanjevica,2021M03,42,97,22,28,20,69,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nova Gorica,2021M03,405,1929,80,243,325,1686,42,71,0,0,1,1,16,147,0,0,45,187,0,0,0,0,0,0,0,0,8,32,0,0,9,55,0,0,0,0,89,187,0,0,0,0,0,0,0,0,1,1,0,0,6,26,0,0,0,0,12,437,0,0,14,59,0,0,25,181,19,109,0,0,1,5,21,124,0,0,0,0,0,0,5,5,0,0,6,26,0,0,0,0,0,0,0,0,4,20,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0
Renče-Vogrsko,2021M03,68,128,29,53,39,75,0,0,0,0,0,0,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Šempeter-Vrtojba,2021M03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vipava,2021M03,47,125,24,33,23,92,1,2,0,0,0,0,9,44,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajdovščina,2021M04,119,333,88,162,31,171,0,0,0,0,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,0,0,0,0,0,0,0,0,0,0
Miren-Kostanjevica,2021M04,67,145,55,115,12,30,1,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0
Nova Gorica,2021M04,311,698,158,321,153,377,8,14,0,0,6,9,2,2,0,0,1,2,2,2,0,0,0,0,0,0,2,2,0,0,7,37,0,0,0,0,74,113,0,0,0,0,0,0,1,1,1,2,0,0,7,16,0,0,1,1,0,0,0,0,15,41,0,0,0,33,6,8,2,2,0,0,5,5,1,1,0,0,1,32,5,11,0,0,2,22,0,0,0,0,0,0,1,1,1,17,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0
